nombre_cientifico,country,latitud,longitud,fecha_evento
"Aquila adalberti C.L.Brehm, 1861",Spain,40.749202,-3.615109,2025-02-21T11:42
"Aquila adalberti C.L.Brehm, 1861",Spain,40.766657,-3.790133,2025-02-17T10:59
"Aquila adalberti C.L.Brehm, 1861",Spain,40.731866,-3.664868,2025-02-17T10:58
"Aquila adalberti C.L.Brehm, 1861",Spain,40.771994,-3.6166,2025-02-17T12:24
"Aquila adalberti C.L.Brehm, 1861",Spain,40.632293,-3.740221,2025-02-20T12:13
"Aquila adalberti C.L.Brehm, 1861",Spain,40.540226,-3.786136,2025-02-24T10:27:10
"Aquila adalberti C.L.Brehm, 1861",Spain,40.490981,-4.096146,2025-02-16T14:43
"Aquila adalberti C.L.Brehm, 1861",Spain,40.682173,-3.62712,2025-02-21T11:55
"Aquila adalberti C.L.Brehm, 1861",Spain,40.787856,-3.74479,2025-02-21T11:14
"Aquila adalberti C.L.Brehm, 1861",Spain,40.782948,-3.63519,2025-02-23T16:42
"Aquila adalberti C.L.Brehm, 1861",Spain,40.702544,-3.782785,2025-02-23T16:40
"Aquila adalberti C.L.Brehm, 1861",Spain,40.529266,-3.624986,2025-02-25T13:34
"Aquila adalberti C.L.Brehm, 1861",Spain,40.757319,-3.764405,2025-02-21T11:17
"Aquila adalberti C.L.Brehm, 1861",Spain,40.525479,-3.771615,2025-02-28T10:18
"Aquila adalberti C.L.Brehm, 1861",Spain,40.48548,-3.77375,2025-02-28T10:21
"Aquila adalberti C.L.Brehm, 1861",Spain,40.436127,-3.692254,2025-02-28T10:17
"Aquila adalberti C.L.Brehm, 1861",Spain,40.430368,-3.696443,2025-02-28T10:04
"Aquila adalberti C.L.Brehm, 1861",Spain,41.2788,-5.6508,2025-02-16
"Aquila adalberti C.L.Brehm, 1861",Spain,41.2788,-5.6508,2025-02-16
"Aquila adalberti C.L.Brehm, 1861",Spain,41.2788,-5.6508,2025-02-16
"Aquila adalberti C.L.Brehm, 1861",Spain,41.2788,-5.6508,2025-02-16
"Aquila adalberti C.L.Brehm, 1861",Spain,42.362432,-5.533999,2025-02-18T17:16
"Aquila adalberti C.L.Brehm, 1861",Spain,40.549814,-3.466399,2025-02-25T11:46
"Aquila adalberti C.L.Brehm, 1861",Spain,36.370294,-5.729875,2025-02-25T06:54
"Aquila adalberti C.L.Brehm, 1861",Spain,37.46,-3.35,2025-02-14
"Aquila adalberti C.L.Brehm, 1861",Spain,37.114444,-6.449913,2025-02-19T07:00:50.209Z
"Aquila adalberti C.L.Brehm, 1861",Spain,38.558777,-6.059575,2025-02-28T00:00
"Aquila adalberti C.L.Brehm, 1861",Spain,40.542317,-3.658856,2025-02-05T11:09
"Aquila adalberti C.L.Brehm, 1861",Spain,37.07336,-6.377012,2025-03-02
"Aquila adalberti C.L.Brehm, 1861",Spain,37.129171,-6.420451,2025-03-06
"Aquila adalberti C.L.Brehm, 1861",Spain,41.789028,-5.949716,2025-03-05
"Aquila adalberti C.L.Brehm, 1861",Spain,39.559542,-6.316452,2025-03-06
"Aquila adalberti C.L.Brehm, 1861",Spain,39.473835,-6.238861,2025-03-19
"Aquila adalberti C.L.Brehm, 1861",Portugal,39.072222,-7.706381,2025-03-01T17:29:47Z
"Aquila adalberti C.L.Brehm, 1861",Portugal,39.094371,-7.663159,2025-03-01T17:35:05Z
"Aquila adalberti C.L.Brehm, 1861",Spain,40.473386,-3.738327,2025-03-04T13:04
"Aquila adalberti C.L.Brehm, 1861",Spain,41.826104,-5.687114,2025-03-04T18:32
"Aquila adalberti C.L.Brehm, 1861",Spain,40.469561,-3.732474,2025-03-04T13:45
"Aquila adalberti C.L.Brehm, 1861",Spain,40.788689,-3.700133,2025-03-09T10:38
"Aquila adalberti C.L.Brehm, 1861",Spain,40.556811,-3.794943,2025-03-15T17:52
"Aquila adalberti C.L.Brehm, 1861",Spain,40.489802,-3.734224,2025-03-19T14:15
"Aquila adalberti C.L.Brehm, 1861",Spain,38.300462,-3.893041,2025-03-05T08:36
"Aquila adalberti C.L.Brehm, 1861",Spain,40.704237,-3.73103,2025-03-23T11:14:47
"Aquila adalberti C.L.Brehm, 1861",Spain,38.316688,-3.911939,2025-03-06T09:39
"Aquila adalberti C.L.Brehm, 1861",Spain,38.287591,-3.926089,2025-03-05T13:01
"Aquila adalberti C.L.Brehm, 1861",Spain,40.516615,-3.706602,2025-03-25T11:24:07
"Aquila adalberti C.L.Brehm, 1861",Spain,38.207708,-3.978987,2025-03-06T09:39
"Aquila adalberti C.L.Brehm, 1861",Spain,40.605587,-3.720776,2025-03-27T13:08
"Aquila adalberti C.L.Brehm, 1861",Spain,40.764733,-3.730718,2025-03-27T13:08
"Aquila adalberti C.L.Brehm, 1861",Spain,40.606909,-3.662901,2025-03-27T13:09
"Aquila adalberti C.L.Brehm, 1861",Spain,40.743724,-3.970938,2025-03-28T11:00
"Aquila adalberti C.L.Brehm, 1861",Spain,40.795321,-3.747146,2025-03-27T13:02
"Aquila adalberti C.L.Brehm, 1861",Spain,40.628806,-3.729662,2025-03-27T13:08
"Aquila adalberti C.L.Brehm, 1861",Spain,40.678735,-3.452533,2025-03-30T13:00
"Aquila adalberti C.L.Brehm, 1861",Spain,40.625383,-3.489543,2025-03-30T13:00
"Aquila adalberti C.L.Brehm, 1861",Spain,40.684567,-3.893145,2025-03-28T10:59
"Aquila adalberti C.L.Brehm, 1861",Spain,40.675308,-3.881379,2025-03-28T11:01
"Aquila adalberti C.L.Brehm, 1861",Spain,40.755963,-3.473527,2025-03-30T12:40
"Aquila adalberti C.L.Brehm, 1861",Spain,40.17952,-4.403178,2025-03-30T18:59
"Aquila adalberti C.L.Brehm, 1861",Spain,40.706671,-3.699168,2025-03-09T10:38
"Aquila adalberti C.L.Brehm, 1861",Spain,40.737287,-3.63141,2025-03-23T11:40
"Aquila adalberti C.L.Brehm, 1861",Spain,40.139313,-2.030289,2025-03-30T12:01
"Aquila adalberti C.L.Brehm, 1861",Spain,40.692564,-3.61717,2025-03-23T14:48
"Aquila adalberti C.L.Brehm, 1861",Spain,40.623938,-3.764111,2025-03-23T11:39
"Aquila adalberti C.L.Brehm, 1861",Spain,40.772334,-3.63811,2025-03-23T14:44
"Aquila adalberti C.L.Brehm, 1861",Spain,40.707549,-3.749391,2025-03-24T11:44
"Aquila adalberti C.L.Brehm, 1861",Spain,40.614039,-3.768975,2025-03-24T12:28
"Aquila adalberti C.L.Brehm, 1861",Spain,40.790259,-3.954657,2025-03-28T10:50
"Aquila adalberti C.L.Brehm, 1861",Spain,40.656228,-3.618155,2025-03-24T12:16
"Aquila adalberti C.L.Brehm, 1861",Spain,40.645995,-3.656136,2025-03-24T12:16
"Aquila adalberti C.L.Brehm, 1861",Spain,40.704405,-3.750008,2025-03-23T11:43
"Aquila adalberti C.L.Brehm, 1861",Spain,40.722956,-3.835312,2025-03-28T10:49
"Aquila adalberti C.L.Brehm, 1861",Spain,40.607122,-3.686794,2025-03-24T13:00
"Aquila adalberti C.L.Brehm, 1861",Spain,40.749597,-3.683942,2025-03-24T12:20
"Aquila adalberti C.L.Brehm, 1861",Portugal,37.578622,-7.731012,2025-03-07T07:51:44Z
"Aquila adalberti C.L.Brehm, 1861",Spain,40.665817,-3.695906,2025-03-28T11:04
"Aquila adalberti C.L.Brehm, 1861",Spain,40.630729,-3.787994,2025-03-27T17:41
"Aquila adalberti C.L.Brehm, 1861",Spain,39.941724,-5.997645,2025-03-16T10:57
"Aquila adalberti C.L.Brehm, 1861",Spain,39.404383,-6.338121,2025-03-06T10:35
"Aquila adalberti C.L.Brehm, 1861",Spain,38.487319,-3.27664,2025-03-29
"Aquila adalberti C.L.Brehm, 1861",Spain,38.488371,-3.262494,2025-03-30
"Aquila adalberti C.L.Brehm, 1861",Spain,38.155941,-3.99789,2025-03-11
"Aquila adalberti C.L.Brehm, 1861",Spain,39.556408,-6.053493,2025-03-24
"Aquila adalberti C.L.Brehm, 1861",Spain,38.208675,-3.959273,2025-03-15
"Aquila adalberti C.L.Brehm, 1861",Spain,38.488347,-3.262207,2025-03-30
"Aquila adalberti C.L.Brehm, 1861",Spain,39.426317,-5.88337,2025-03-24T07:54:27.054Z
"Aquila adalberti C.L.Brehm, 1861",Spain,37.77642,-2.541452,2025-03-08T12:31:57.213Z
"Aquila adalberti C.L.Brehm, 1861",Spain,39.538569,-5.947307,2025-03-24T07:03:34.859Z
"Aquila adalberti C.L.Brehm, 1861",Spain,40.750686,-3.668379,2025-03-24T11:44
"Aquila adalberti C.L.Brehm, 1861",Spain,40.716729,-3.797835,2025-04-01T19:11:51
"Aquila adalberti C.L.Brehm, 1861",Spain,39.480862,-6.018803,2025-04-12
"Aquila adalberti C.L.Brehm, 1861",Spain,40.447122,-4.067811,2025-04-13
"Aquila adalberti C.L.Brehm, 1861",Spain,39.50575,-6.114964,2025-04-16
"Aquila adalberti C.L.Brehm, 1861",Spain,40.764864,-3.460898,2025-04-07T11:47
"Aquila adalberti C.L.Brehm, 1861",Spain,39.667932,-4.26647,2025-04-12T18:44:59
"Aquila adalberti C.L.Brehm, 1861",Spain,40.701686,-3.756499,2025-04-08T10:33
"Aquila adalberti C.L.Brehm, 1861",Spain,39.502737,-6.024346,2025-04-09T15:04
"Aquila adalberti C.L.Brehm, 1861",Spain,39.871217,-5.891718,2025-04-10T15:25
"Aquila adalberti C.L.Brehm, 1861",Spain,39.784505,-2.520157,2025-04-02T09:09
"Aquila adalberti C.L.Brehm, 1861",Spain,38.899316,-3.945692,2025-04-18T11:10:06
"Aquila adalberti C.L.Brehm, 1861",Spain,40.769811,-3.802692,2025-04-07T11:00
"Aquila adalberti C.L.Brehm, 1861",Spain,40.411036,-3.667816,2025-04-04T11:59
"Aquila adalberti C.L.Brehm, 1861",Spain,38.93847,-3.866652,2025-04-18T11:12:38
"Aquila adalberti C.L.Brehm, 1861",Spain,39.603749,-2.35041,2025-04-05T11:23
"Aquila adalberti C.L.Brehm, 1861",Spain,39.785217,-2.350434,2025-04-05T11:19
"Aquila adalberti C.L.Brehm, 1861",Portugal,37.402472,-7.792987,2025-04-08T10:39:51
"Aquila adalberti C.L.Brehm, 1861",Spain,39.703485,-2.213568,2025-04-05T18:42
"Aquila adalberti C.L.Brehm, 1861",Spain,40.66453,-3.610058,2025-04-22T14:06
"Aquila adalberti C.L.Brehm, 1861",Spain,38.751744,-2.848131,2025-04-09T19:43:31
"Aquila adalberti C.L.Brehm, 1861",Spain,38.500326,-2.837558,2025-04-10T18:48:08
"Aquila adalberti C.L.Brehm, 1861",Spain,40.703818,-3.708165,2025-04-07T09:14
"Aquila adalberti C.L.Brehm, 1861",Spain,38.547847,-3.482065,2025-04-23
"Aquila adalberti C.L.Brehm, 1861",Spain,40.620295,-3.736492,2025-04-23T10:56
"Aquila adalberti C.L.Brehm, 1861",Spain,40.669298,-3.703297,2025-04-23T11:15
"Aquila adalberti C.L.Brehm, 1861",Spain,40.756852,-3.796469,2025-04-23T10:57
"Aquila adalberti C.L.Brehm, 1861",Spain,40.610611,-3.786396,2025-04-23T10:55
"Aquila adalberti C.L.Brehm, 1861",Portugal,39.86223,-7.439184,2025-04-26T17:36
"Aquila adalberti C.L.Brehm, 1861",Portugal,37.607738,-7.895621,2025-04-25T14:57
"Aquila adalberti C.L.Brehm, 1861",Spain,40.271608,-3.61072,2025-04-28T17:14:54
"Aquila adalberti C.L.Brehm, 1861",Portugal,37.793943,-7.896455,2025-04-25T17:08
"Aquila adalberti C.L.Brehm, 1861",Spain,40.138293,-4.84066,2025-04-24T10:19
"Aquila adalberti C.L.Brehm, 1861",Spain,40.720191,-3.693586,2025-04-02T09:24
"Aquila adalberti C.L.Brehm, 1861",Spain,40.77554,-3.675858,2025-04-08T12:01
"Aquila adalberti C.L.Brehm, 1861",Spain,37.056072,-3.710849,2025-04-30T15:27
"Aquila adalberti C.L.Brehm, 1861",Spain,40.609515,-3.725194,2025-04-08T09:34
"Aquila adalberti C.L.Brehm, 1861",Spain,40.742353,-3.653546,2025-04-23T11:55
"Aquila adalberti C.L.Brehm, 1861",Spain,39.544862,-4.855811,2025-04-26T12:19
"Aquila adalberti C.L.Brehm, 1861",Spain,40.738292,-3.628778,2025-04-08T11:59
"Aquila adalberti C.L.Brehm, 1861",Spain,40.762773,-3.612777,2025-04-08T09:38
"Aquila adalberti C.L.Brehm, 1861",Spain,40.650112,-3.766528,2025-04-27T12:25
"Aquila adalberti C.L.Brehm, 1861",Spain,40.795022,-3.670836,2025-04-27T09:43
"Aquila adalberti C.L.Brehm, 1861",Spain,40.760004,-3.608768,2025-04-01T18:12
"Aquila adalberti C.L.Brehm, 1861",Spain,40.694504,-3.7217,2025-04-02T09:24
"Aquila adalberti C.L.Brehm, 1861",Spain,40.715825,-3.613774,2025-04-08T09:44
"Aquila adalberti C.L.Brehm, 1861",Portugal,39.801234,-7.498607,2025-04-27T13:33
"Aquila adalberti C.L.Brehm, 1861",Spain,40.726407,-3.686543,2025-04-08T09:37
"Aquila adalberti C.L.Brehm, 1861",Spain,38.829475,-4.065231,2025-04-06
"Aquila adalberti C.L.Brehm, 1861",Spain,40.37208,-3.224243,2025-04-16T08:06
"Aquila adalberti C.L.Brehm, 1861",Spain,40.732473,-3.627894,2025-04-23T10:46
"Aquila adalberti C.L.Brehm, 1861",Spain,39.856903,-5.959775,2025-04-27
"Aquila adalberti C.L.Brehm, 1861",Spain,39.5642,-6.158318,2025-04-29
"Aquila adalberti C.L.Brehm, 1861",Spain,39.993906,-4.692048,2025-04-03
"Aquila adalberti C.L.Brehm, 1861",Spain,39.477791,-6.155955,2025-04-08
"Aquila adalberti C.L.Brehm, 1861",Spain,39.501052,-6.115695,2025-04-08
"Aquila adalberti C.L.Brehm, 1861",Spain,39.482834,-6.155998,2025-04-11
"Aquila adalberti C.L.Brehm, 1861",Spain,39.480914,-6.018976,2025-04-08
"Aquila adalberti C.L.Brehm, 1861",Spain,39.527566,-6.093022,2025-04-08
"Aquila adalberti C.L.Brehm, 1861",Spain,39.476582,-6.021812,2025-04-08
"Aquila adalberti C.L.Brehm, 1861",Spain,39.527769,-6.092864,2025-04-08
"Aquila adalberti C.L.Brehm, 1861",Spain,39.481746,-6.021216,2025-04-08
"Aquila adalberti C.L.Brehm, 1861",Spain,39.505814,-6.115198,2025-04-16
"Aquila adalberti C.L.Brehm, 1861",Spain,39.488686,-6.147902,2025-04-11
"Aquila adalberti C.L.Brehm, 1861",Spain,39.540096,-5.70948,2025-04-07
"Aquila adalberti C.L.Brehm, 1861",Spain,40.123528,-4.225663,2025-04-14
"Aquila adalberti C.L.Brehm, 1861",Spain,39.480938,-6.021598,2025-04-08
"Aquila adalberti C.L.Brehm, 1861",Spain,39.5008,-6.115582,2025-04-17
"Aquila adalberti C.L.Brehm, 1861",Spain,39.47789,-6.020976,2025-04-08
"Aquila adalberti C.L.Brehm, 1861",Spain,39.505907,-6.115725,2025-04-07
"Aquila adalberti C.L.Brehm, 1861",Spain,39.527589,-6.092943,2025-04-08
"Aquila adalberti C.L.Brehm, 1861",Spain,39.477716,-6.021148,2025-04-08
"Aquila adalberti C.L.Brehm, 1861",Spain,38.835371,-5.314894,2025-04-03
"Aquila adalberti C.L.Brehm, 1861",Spain,39.506488,-6.113323,2025-04-07
"Aquila adalberti C.L.Brehm, 1861",Spain,39.477853,-6.020939,2025-04-08
"Aquila adalberti C.L.Brehm, 1861",Spain,37.878324,-4.778849,2025-04-06
"Aquila adalberti C.L.Brehm, 1861",Spain,39.85,-5.96,2025-04-19
"Aquila adalberti C.L.Brehm, 1861",Portugal,37.755555,-7.691245,2025-04-26T16:12
"Aquila adalberti C.L.Brehm, 1861",Spain,39.580851,-6.083255,2025-04-22T23:39
"Aquila adalberti C.L.Brehm, 1861",Spain,39.47,-6.02,2025-05-01
"Aquila adalberti C.L.Brehm, 1861",Portugal,38.115552,-7.154511,2025-05-01
"Aquila adalberti C.L.Brehm, 1861",Portugal,37.78061,-7.90837,2025-05-11T14:25:46
"Aquila adalberti C.L.Brehm, 1861",Portugal,39.830735,-7.458303,2025-05-03T10:47
"Aquila adalberti C.L.Brehm, 1861",Spain,39.979053,-6.044184,2025-05-03T00:00
"Aquila adalberti C.L.Brehm, 1861",Portugal,37.773327,-7.814432,2025-05-11T14:27
"Aquila adalberti C.L.Brehm, 1861",Portugal,37.608844,-7.938065,2025-05-11T17:56
"Aquila adalberti C.L.Brehm, 1861",Spain,39.531204,-6.167777,2025-05-04T07:55
"Aquila adalberti C.L.Brehm, 1861",Spain,38.646659,-2.89164,2025-05-23T20:55:08
"Aquila adalberti C.L.Brehm, 1861",Portugal,37.925132,-7.39534,2025-05-14T07:29:50
"Aquila adalberti C.L.Brehm, 1861",Spain,40.710242,-3.798811,2025-05-18T12:56
"Aquila adalberti C.L.Brehm, 1861",Spain,40.795442,-4.77344,2025-05-19T18:12
"Aquila adalberti C.L.Brehm, 1861",Spain,40.9301,-3.843147,2025-05-22T15:53
"Aquila adalberti C.L.Brehm, 1861",Spain,38.874602,-1.75796,2025-05-18T15:43:35
"Aquila adalberti C.L.Brehm, 1861",Spain,40.739507,-3.699534,2025-05-27T13:05
"Aquila adalberti C.L.Brehm, 1861",Spain,39.506045,-6.115742,2025-05-01
"Aquila adalberti C.L.Brehm, 1861",Spain,39.48,-6.02,2025-05-01
"Aquila adalberti C.L.Brehm, 1861",Spain,39.855613,-5.960218,2025-05-16
"Aquila adalberti C.L.Brehm, 1861",Spain,38.687895,-6.156532,2025-05-04
"Aquila adalberti C.L.Brehm, 1861",Spain,41.54472,-0.35265,2025-05-08
"Aquila adalberti C.L.Brehm, 1861",Spain,40.616276,-3.789683,2025-05-22T09:05
"Aquila adalberti C.L.Brehm, 1861",Spain,40.344963,-5.217784,2025-05-28
"Aquila adalberti C.L.Brehm, 1861",Spain,40.509417,-3.592336,2025-05-23T14:33
"Aquila adalberti C.L.Brehm, 1861",Spain,40.4105,-3.521109,2025-05-23T13:32
"Aquila adalberti C.L.Brehm, 1861",Spain,40.762565,-3.731163,2025-05-28T09:23
"Aquila adalberti C.L.Brehm, 1861",Spain,40.418562,-3.754512,2025-05-18T11:47
"Aquila adalberti C.L.Brehm, 1861",Spain,39.826395,-6.322025,2025-05-01T13:49:35.028Z
"Aquila adalberti C.L.Brehm, 1861",Spain,36.260215,-5.922068,2025-05-05T11:43:50.797Z
"Aquila adalberti C.L.Brehm, 1861",Spain,37.776735,-2.581134,2025-05-16T08:22:53.415Z
"Aquila adalberti C.L.Brehm, 1861",Spain,39.713385,-2.568894,2025-06-06T15:06
"Aquila adalberti C.L.Brehm, 1861",Spain,38.465377,-2.876397,2025-06-06T17:24:53
"Aquila adalberti C.L.Brehm, 1861",Spain,40.743333,-3.698002,2025-06-04T08:41
